Gene;alias
MT-TN;trnN
MT-TP;MTTP
MT-TP;trnP
MT-TQ;MTTQ
MT-TQ;trnQ
MT-TR;MTTR
MT-TR;trnR
MT-TS1;MTTS1
MT-TS1;TRNS1
MT-TS2;MTTS2
MT-TS2;TRNS2
MT-TS2;RP8
MT-TT;MTTT
MT-TT;LIMM
MT-TT;trnT
MT-TV;MTTV
MT-TV;trnV
MT-TW;MTTW
MT-TW;trnW
MT-TY;MTTY
MT-TY;trnY
MT1A;MT1
MT1A;MT1S
MT1B;MT1
MT1B;MT1Q
MT1DP;MTM
MT1E;MT1
MT1E;MTD
MT1F;MT1
MT1G;MT1
MT1G;MT1K
MT1H;MT1
MT1HL1;MT1P2
MT1IP;MT1
MT1IP;MT1I
MT1IP;MTE
MT1JP;MT1
MT1JP;MT1NP
MT1JP;MT1J
MT1JP;MTB
MT1L;MT1
MT1L;MTF
MT1L;MT1R
MT1M;MT1
MT1M;MT1K
MT1P1;bA435O5.3
MT1P3;C20orf127
MT1P3;MTL4
MT1P3;dJ614O4.6
MT1X;MT1
MT1X;MT-1l
MT1XP1;MTL1
MT2A;MT2
MT3;GIF
MT4;MTIV
MTA2;MTA1L1
MTA2;MTA1-L1
MTA3;KIAA1266
MTAP;MSAP
MTAP;c86fus
MTCH1;CGI-64
MTCH1;PSAP
MTCH1;SLC25A49
MTCH2;SLC25A50
MTCL1;KIAA0802
MTCL1;CCDC165
MTCL1;SOGA2
MTCL1P1;CCDC165P1
MTCL1P1;SOGA2P1
MTCO1P5;AC026166.2-001
MTCO2P1;MTCO2L
MTCO2P1;dJ342K12.1
MTCO2P2;HsT4010
MTCO3P1;U92032.1
MTCP1;P13MTCP1
MTCP1;p8MTCP1
MTDH;LYRIC
MTDH;3D3
MTDH;AEG-1
MTERF1;MTERF
MTERF2;MTERFD3
MTERF2;FLJ14062
MTERF3;MTERFD1
MTERF3;CGI-12
MTERF3;FLJ10939
MTERF4;MTERFD2
MTERF4;MGC61716
MTF2;M96
MTF2;PCL2
MTF2;TDRD19A
MTFMT;FMT1
MTFP1;MTP18
MTFP1;HSPC242
MTFR1;CHPPR
MTFR1;KIAA0009
MTFR1;FAM54A2
MTFR1L;FAM54B
MTFR2;DUFD1
MTFR2;FAM54A
MTG1;GTPBP7
MTG2;GTPBP5
MTG2;FLJ10741
MTG2;dJ1005F21.2
MTG2;ObgH1
MTHFD1;MTHFC
MTHFD1;MTHFD
MTHFD1L;FTHFSDC1
MTHFD1L;DKFZP586G1517
MTHFD1L;FLJ21145
MTHFD1P1;MTHFDL1
MTHFD1P1;MTHFDP1
MTHFD2L;MGC72244
MTHFS;HsT19268
MTHFSD;FLJ12998
MTIF2;IF-2mt
MTIF3;IF-3mt
MTIF3;IF3(mt)
MTL3P;MTL3
MTMR2;CMT4B
MTMR2;KIAA1073
MTMR3;KIAA0371
MTMR3;ZFYVE10
MTMR3;FYVE-DSP1
MTMR4;KIAA0647
MTMR4;ZFYVE11
MTMR8;FLJ20126
MTMR9;C8orf9
MTMR9;MTMR8
MTMR9;DKFZp434K171
MTMR9;LIP-STYX
MTMR9LP;MTMR9L
MTMR10;FLJ20313
MTMR11;CRA
MTMR12;PIP3AP
MTMR12;3-PAP
MTMR12;FLJ20476
MTMR12;KIAA1682
MTMR12;3PAP
MTMR14;C3orf29
MTMR14;FLJ22405
MTMR14;FLJ90311
MTMR14;hJumpy
MTMR14;hEDTP
MTND4LP1;MTND4L2
MTNR1A;MEL-1A-R
MTOR;FRAP
MTOR;FRAP2
MTOR;FRAP1
MTOR;RAFT1
MTOR;RAPT1
MTOR;FLJ44809
MTPAP;PAPD1
MTPAP;FLJ10486
MTPAP;mtPAP
MTPAP;SPAX4
MTPN;MYOTROPHIN
MTPN;GCDP
MTPN;V-1
MTR;cblG
MTRF1;RF1
MTRF1;MTTRF1
MTRF1;MGC47721
MTRF1L;HMRF1L
MTRF1L;mtRF1a
MTRR;cblE
MTSS1;KIAA0429
MTSS1;MIMA
MTSS1;MIMB
MTSS1;MIM
MTSS1L;ABBA-1
MTSS1L;LOC92154
MTSS1L;ABBA
MTTP;MTP
MTTP;ABL
MTURN;C7orf41
MTURN;FLJ25903
MTURN;Ells1
MTUS1;MTSG1
MTUS1;KIAA1288
MTUS1;DKFZp586D1519
MTUS1;FLJ14295
MTUS1;ATIP1
MTUS1;MP44
MTUS1;ATBP
MTUS1;ICIS
MTUS1;ATIP3
MTUS2;KIAA0774
MTUS2;TIP150
MTUS2;CAZIP
MTUS2;ICIS
MTX1;MTX
MTX1;MTXN
MTX1P1;MTXP
MTX1P1;MTX1P
MUC1;PUM
MUC1;MCKD1
MUC1;CD227
MUC1;PEM
MUC1;ADMCKD
MUC1;ADMCKD1
MUC1;MCKD
MUC1;MCD
MUC3A;MUC3
MUC5AC;MUC5
MUC5B;MUC5
MUC5B;MG1
MUC7;FLJ27047
MUC7;MG2
MUC12;MUC11
MUC13;DRCC1
MUC16;CA125
MUC16;FLJ14303
MUC19;FLJ35746
MUC20;FLJ14408
MUC20;KIAA1359
MUC21;C6orf205
MUC21;bCX31G15.2
MUC22;PBMUCL1
MUCL1;SBEM
MUL1;C1orf166
MUL1;FLJ12875
MUL1;MULAN
MUL1;RNF218
MUL1;MAPL
MUL1;GIDE
MUM1;MUM-1
MUM1;EXPAND1
MUM1L1;FLJ33516
MURC;cavin-4
MURC;CAVIN4
MUS81;FLJ44872
MUS81;SLX3
MUSTN1;Mustang
MUTYH;MYH
MVB12A;FAM125A
MVB12A;FLJ32495
MVB12B;C9orf28
MVB12B;FAM125B
MVB12B;FLJ00001
MVD;MPD
MVK;LRBP
MVK;MK
MVP;LRP
MVP;VAULT1
MX1;IFI-78K
MX1;MxA
MX2;MXB
MXD1;MAD
MXD1;MAD1
MXD1;bHLHc58
MXD3;MAD3
MXD3;bHLHc13
MXD4;MAD4
MXD4;MSTP149
MXD4;MST149
MXD4;bHLHc12
MXI1;MXD2
MXI1;MAD2
MXI1;MXI
MXI1;bHLHc11
MXRA5;DKFZp564I1922
MXRA5Y;MXRA5P
MXRA5Y;MXRA5P1
MXRA5Y;ADLICANP
MXRA7;FLJ46603
MXRA7;TMAP1
MXRA7;PS1TP1
MXRA8;DKFZp586E2023
MYADML2;LOC255275
MYB;c-myb
MYB-AS1;MYBAS
MYB-AS1;MYB-AS
MYB-AS1;RP1-32B1.3
MYB-AS1;NCRNA00209
MYBBP1A;P160
MYBBP1A;PAP2
MYBBP1A;FLJ37886
MYBL1;AMYB
MYBL1;A-myb
MYBL2;BMYB
MYBL2;B-MYB
MYBPC2;MYBPCF
MYBPC2;MYBPC
MYBPC2;MGC163408
MYBPC3;CMH4
MYBPC3;MYBP-C
MYBPC3;FHC
MYC;c-Myc
MYC;bHLHe39
MYC;MYCC
MYCBP;AMY-1
MYCBP2;PAM
MYCBP2;KIAA0916
MYCBP2;FLJ10106
MYCBPAP;AMAP-1
MYCBPAP;DKFZp434N1415
MYCL;MYCL1
MYCL;LMYC
MYCL;bHLHe38
MYCLP1;MYCL2
MYCLP1;MYCL1P1
MYCLP3;MYCL3
MYCN;NMYC
MYCN;bHLHe37
MYCN;N-myc
MYCN;MYCNOT
MYCNOS;NCYM
MYCNOS;N-CYM
MYCNOS;MYCN-AS1
MYCNUT;MYCNUN
MYCNUT;lncUSMycN
MYCT1;MTLC
MYCT1;FLJ21269
MYDGF;IL27
MYDGF;IL27w
MYDGF;C19orf10
MYDGF;R33729_1
MYDGF;IL25
MYDGF;SF20
MYDGF;IL-25
MYDGF;IL-27
MYEF2;MEF-2
MYEF2;FLJ11213
MYEF2;KIAA1341
MYEF2;HsT18564
MYEOV;OCIM
MYF5;bHLHc2
MYF6;MRF4
MYF6;bHLHc4
MYH1;MYHSA1
MYH1;MYHa
MYH1;MyHC-2X/D
MYH1;MGC133384
MYH2;IBM3
MYH2;MYH2A
MYH2;MYHSA2
MYH2;MyHC-IIa
MYH2;MYHas8
MYH2;MyHC-2A
MYH3;MYHC-EMB
MYH3;MYHSE1
MYH3;HEMHC
MYH3;SMHCE
MYH4;MYH2B
MYH4;MyHC-2B
MYH4;MyHC-IIb
MYH7;CMH1
MYH7;MPD1
MYH7;CMD1S
MYH7B;KIAA1512
MYH7B;dJ756N5.1
MYH7B;MYH14
MYH7B;MHC14
MYH8;MyHC-peri
MYH8;MyHC-pn
MYH9;DFNA17
MYH9;NMMHCA
MYH9;NMHC-II-A
MYH9;MHA
MYH9;FTNS
MYH9;EPSTS
MYH10;NMMHCB
MYH11;SMMHC
MYH11;SMHC
MYH13;MyHC-eo
MYH14;DFNA4
MYH14;FLJ13881
MYH14;KIAA2034
MYH14;MHC16
MYH14;MYH17
MYH15;KIAA1000
MYH16;MYH5
MYH16;MHC20
MYH16;MYH16P
MYL2;CMH10
MYL3;CMH8
MYL3;VLC1
MYL3;MLC1V
MYL3;MLC1SB
MYL4;ALC1
MYL4;AMLC
MYL4;GT1
MYL4;PRO1957
MYL6;ESMLC
MYL6;MLC3NM
MYL6;MLC1SM
MYL6B;MLC1SA
MYL6P1;MYL6P
MYL7;MYLC2A
MYL7;MYL2A
MYL8P;BING3
MYL9;MYRL2
MYL9;MLC2
MYL9;LC20
MYL9;MRLC1
MYL10;MGC3479
MYL10;MYLC2PL
MYL10;PLRLC
MYL12A;MLCB
MYL12A;MYL2B
MYL12A;MRLC3
MYL12A;MRCL3
MYL12B;MRLC2
MYLIP;MIR
MYLIP;IDOL
MYLK;MLCK
MYLK;smMLCK
MYLK;MYLK1
MYLK;MLCK1
MYLK2;skMLCK
MYLK2;KMLC
MYLK2;MLCK2
MYLK3;caMLCK
MYLK3;MLCK
MYLK4;SgK085
MYLKP1;MYLKP
MYLPF;MRLC2
MYLPF;HUMMLC2B
MYLPF;MYL11
MYMY1;MYMY
MYNN;SBBIZ1
MYNN;ZBTB31
MYNN;ZNF902
MYO1A;MYHL
MYO1A;DFNA48
MYO1B;myr1
MYO1C;myr2
MYO1D;KIAA0727
MYO1D;myr4
MYO1D;PPP1R108
MYO1E;MYO1C
MYO1E;HuncM-IC
MYO1E;MGC104638
MYO1G;HA-2
MYO1H;FLJ37587
MYO3A;DFNB30
MYO5A;MYH12
MYO5A;MYO5
MYO5A;GS1
MYO5A;MYR12
MYO5B;KIAA1119
MYO5C;MGC74969
MYO6;DFNA22
MYO6;DFNB37
MYO6;KIAA0389
MYO7A;USH1B
MYO7A;DFNB2
MYO7A;DFNA11
MYO7A;NSRD2
MYO9A;FLJ11061
MYO9A;FLJ13244
MYO9A;MGC71859
MYO9B;CELIAC4
MYO10;KIAA0799
MYO15A;DFNB3
MYO15A;MYO15
MYO15B;MYO15BP
MYO16;MYR8
MYO16;KIAA0865
MYO16;Myo16b
MYO16;NYAP3
MYO16;PPP1R107
MYO18A;KIAA0216
MYO18A;MysPDZ
MYO18B;BK125H2.1
MYO19;MYOHD1
MYO19;FLJ22865
MYOC;GLC1A
MYOC;TIGR
MYOC;JOAG1
MYOCD;MYCD
MYOD1;MYF3
MYOD1;PUM
MYOD1;MYOD
MYOD1;bHLHc1
MYOF;FER1L3
MYOF;KIAA1207
MYOG;MYF4
MYOG;bHLHc3
MYOM3;FLJ35961
MYOT;TTID
MYOT;LGMD1A
MYOT;LGMD1
MYOZ1;MYOZ
MYOZ1;FATZ
MYOZ1;CS-2
MYOZ2;C4orf5
MYOZ2;CS-1
MYOZ3;CS-3
MYOZ3;CS3
MYOZ3;FRP3
MYPN;MYOP
MYPOP;P42pop
MYRF;C11orf9
MYRF;Ndt80
MYRF;pqn-47
MYRF;MRF
MYRFL;C12orf15
MYRFL;C12orf28
MYRFL;FLJ25056
MYRFL;bcm1377
MYRIP;DKFZp586F1018
MYRIP;exophilin-8
MYRIP;MyRIP
MYRIP;SLAC2-C
MYRIP;SLAC2C
MYSM1;KIAA1915
MYT1;PLPB1
MYT1;MTF1
MYT1;MYTI
MYT1;ZC2HC4A
MYT1;NZF2
MYT1;ZC2H2C1
MYT1L;KIAA1106
MYT1L;NZF1
MYT1L;ZC2HC4B
MYT1L;ZC2H2C2
MYZAP;MYOZAP
MYZAP;Gup
MYZAP;Gup1
MYZAP;GCOM1
MZB1;PACAP
MZB1;MGC29506
MZB1;HSPC190
MZB1;pERp1
MZB1;MEDA-7
MZF1;ZNF42
MZF1;ZSCAN6
MZF1;MZF1B
MZF1;MZF-1
MZF1;Zfp98
MZT1;C13orf37
MZT1;LOC440145
MZT1;FLJ21869
MZT1;MGC150539
MZT1;RP11-11C5.2
MZT1;MOZART1
MZT2A;FAM128A
MZT2A;MOZART2A
MZT2B;FAM128B
MZT2B;FLJ14346
MZT2B;MOZART2B
N4BP2;B3BP
N4BP2L1;CG018
N4BP2L2;CG005
N4BP2L2;PFAAP5
N4BP2L2-IT2;CG030
N4BP3;LZTS4
N6AMT1;C21orf127
N6AMT1;HEMK2
N6AMT1;PRED28
N6AMT1;N6AMT
N6AMT1;MTQ2
NAA10;ARD1
NAA10;ARD1A
NAA10;DXS707
NAA10;TE2
NAA11;ARD1B
NAA11;ARD2
NAA11;hARD2
NAA15;NARG1
NAA15;TBDN100
NAA15;NATH
NAA15;FLJ13340
NAA16;NARG1L
NAA16;FLJ22054
NAA16;MGC40612
NAA16;PRO2435
NAA20;NAT5
NAA20;dJ1002M8.1
NAA20;NAT3
NAA25;C12orf30
NAA25;FLJ13089
NAA30;C14orf35
NAA30;NAT12
NAA30;FLJ35355
NAA30;MAK3
NAA30;Mak3p
NAA35;MAK10
NAA35;FLJ21613
NAA35;FLJ22643
NAA35;bA379P1.1
NAA38;LSMD1
NAA38;MGC14151
NAA38;PFAAP2
NAA40;NAT11
NAA40;FLJ13848
NAA50;MAK3
NAA50;NAT13
NAA50;FLJ13194
NAA50;NAT5
NAA50;San
NAA60;NAT15
NAA60;FLJ14154
NAAA;ASAHL
NAALAD2;NAALADASE2
NAALAD2;GCPIII
NAB2;MADER
NABP1;OBFC2A
NABP1;FLJ22833
NABP1;DKFZp667M1322
NABP1;FLJ13624
NABP1;MGC111163
NABP1;SSB2
NABP1;hSSB2
NABP1;SOSS-B2
NABP2;OBFC2B
NABP2;MGC2731
NABP2;SSB1
NABP2;hSSB1
NABP2;SOSS-B1
NACA;NACA1
NACA2;NACAL
NACA2;MGC71999
NACA3P;NACA3
NACAD;KIAA0363
NACAP1;FKSG17
NACC1;BTBD14B
NACC1;NAC1
NACC1;NAC-1
NACC1;BEND8
NACC1;BTBD30
NACC2;BTBD14A
NACC2;MGC23427
NACC2;BEND9
NACC2;BTBD31
NADK;FLJ13052
NADK2;C5orf33
NADK2;NADKD1
NADK2;FLJ30596
NADK2;MNADK
NADK2-AS1;NADKD1-AS1
NADSYN1;FLJ10631
NAE1;APPBP1
NAE1;ula-1
NAE1;APP-BP1
NAGA;D22S674
NAGK;GNK
NAGLU;NAG
NAGPA;APAA
NAGPA;UCE
NAGS;AGAS
NAGS;ARGA
NAGS;NAT7
NAIF1;C9orf90
NAIF1;DKFZp762G199
NAIF1;bA379C10.2
NAIP;BIRC1
NAIP;NLRB1
NALCN;VGCNL1
NALCN;bA430M15.1
NALCN;CanIon
NALT1;MIR4674HG
NALT1;LINC01573
NALT1;TCONS_l2_00029132
NAMPT;PBEF1
NAMPT;PBEF
NAMPTP1;PBEF2
NAMPTP1;NAMPTL
NAMPTP1;bA92J19.4
NANOG;FLJ12581
NANOG;FLJ40451
NANOGP1;NANOG2
NANOGP2;NANOGP4
NANOGP4;NANOGP2
NANOGP7;NANOGP3
NANOS1;NOS1
NANOS1;ZC2HC12A
NANOS2;NOS2
NANOS2;ZC2HC12B
NANOS3;NANOS1L
NANOS3;NOS3
NANOS3;ZC2HC12C
NANP;C20orf147
NANP;HDHD4
NANP;dJ694B14.3
NANP;MGC26833
NANS;SAS
NAP1L1;NRP
NAP1L1;NAP1
NAP1L1;NAP1L
NAP1L1;MGC8688
NAP1L1;MGC23410
NAP1L2;BPX
NAP1L2;MGC26243
NAP1L3;MB20
NAP1L3;NPL3
NAP1L3;MGC26312
NAP1L4;NAP2
NAP1L5;DRLM
NAP1L6;FLJ33596
NAPB;SNAP-BETA
NAPB;SNAPB
NAPEPLD;FMP30
NAPEPLD;C7orf18
NAPEPLD;NAPE-PLD
NAPRT;NAPRT1
NAPRT;PP3856
NAPSA;NAP1
NAPSA;NAPA
NAPSA;Kdap
NAPSA;KAP
NAPSB;NAP1L
NAPSB;NAP2
NAPSB;NAPB
NAPSB;NAPSBP
NARF;FLJ10067
NARF;DKFZp434G0420
NARF;IOP2
NARF-IT1;NARF-OT1
NARFL;FLJ21988
NARFL;PRN
NARFL;HPRN
NARFL;IOP1
NARFL;NAR1
NARS;NARS1
NARS2;DFNB94
NARS2;FLJ23441
NARS2;SLM5
NARSP1;NARSP
NASP;FLB7527
NASP;FLJ31599
NASP;FLJ35510
NASP;MGC19722
NASP;MGC20372
NASP;MGC2297
NASP;DKFZp547F162
NASP;PRO1999
NAT1;AAC1
NAT2;AAC2
NAT6;FUS2
NAT8;Hcml1
NAT8;TSC501
NAT8;GLA
NAT8;ATase2
NAT8B;Hcml2
NAT8B;NAT8BP
NAT8L;FLJ37478
NAT8L;Hcml3
NAT9;DKFZP564C103
NAT10;hALP
NAT10;FLJ10774
NAT10;FLJ12179
NAT10;NET43
NAT10;KIAA1709
NAT14;KLP1
NAT16;C7orf52
NAT16;FLJ39237
NATD1;C17orf103
NATD1;MGC33894
NATD1;Gtlf3b
NATP;AACP
NATP;NATP1
NAV1;FLJ12560
NAV1;FLJ14203
NAV1;KIAA1151
NAV1;MGC14961
NAV1;POMFIL3
NAV1;steerin-1
NAV1;DKFZp781D0314
NAV2;FLJ10633
NAV2;FLJ11030
NAV2;HELAD1
NAV2;KIAA1419
NAV2;POMFIL2
NAV2;RAINB1
NAV2;FLJ23707
NAV3;KIAA0938
NAV3;POMFIL1
NAXD;CARKD
NAXD;LP3298
NAXD;FLJ10769
NAXE;APOA1BP
NAXE;AIBP
NAXE;MGC119143
NAXE;MGC119144
NAXE;MGC119145
NAXE;YJEFN1
NBAS;NAG
NBAT1;CASC14
NBAT1;NBAT-1
NBDY;LINC01420
NBDY;NoBody
NBEA;KIAA1544
NBEA;BCL8B
NBEA;FLJ10197
NBEA;LYST2
NBEAL1;ALS2CR17
NBEAL1;ALS2CR16
NBEAL1;MGC164581
NBEAL2;KIAA0540
NBEAP1;BCL8
NBEAP1;BCL8A
NBEAP2;BCL8D
NBEAP3;BCL8C
NBL1;D1S1733E
NBL1;NB
NBL1;DAN
NBL1;NO3
NBL1;DAND1
NBN;NBS
NBN;NBS1
NBN;ATV
NBN;AT-V2
NBN;AT-V1
NBPF1;FLJ20719
NBPF1;KIAA1693
NBPF3;AE2
NBPF4;FLJ32833
NBPF5P;NBPF5
NBPF8;NBPF8P
NBPF9;AE01
NBPF10;AG1
NBPF11;NBPF24
NBPF12;KIAA1245
NBPF12;COAS1
NBPF14;DJ328E19.C1.1
NBPF15;NBPF16
NBPF15;MGC8902
NBPF17P;NBPF23P
NBPF17P;NBPF23
NBPF22P;MGC48637
NBR1;M17S2
NBR1;CA125
NBR1;KIAA0049
NBR1;1A1-3B
NBR2;NCRNA00192
NCAM1;NCAM
NCAM1;CD56
NCAM2;NCAM21
NCAM2;MGC51008
NCAN;CSPG3
NCAPD2;CNAP1
NCAPD2;hCAP-D2
NCAPD2;CAP-D2
NCAPD2;KIAA0159
NCAPD3;hCAP-D3
NCAPD3;CAP-D3
NCAPD3;hHCP-6
NCAPD3;KIAA0056
NCAPD3;FLJ42888
NCAPD3;hcp-6
NCAPG;FLJ12450
NCAPG;hCAP-G
NCAPG;CAP-G
NCAPG;YCG1
NCAPG2;LUZP5
NCAPG2;FLJ20311
NCAPG2;MTB
NCAPG2;CAP-G2
NCAPG2;hCAP-G2
NCAPH;BRRN1
NCAPH;CAP-H
NCAPH;hCAP-H
NCAPH2;384D8-2
NCAPH2;hCAP-H2
NCAPH2;CAP-H2
NCBP1;NCBP
NCBP1;CBP80
NCBP1;Sto1
NCBP2;NIP1
NCBP2;CBP20
NCBP2;Cbc2
NCBP3;C17orf85
NCBP3;HSA277841
NCBP3;ELG
NCCRP1;LOC342897
NCCRP1;NCCRP-1
NCCRP1;FBXO50
NCDN;NCDN-1
NCDN;NCDN-2
NCEH1;AADACL1
NCEH1;KIAA1363
NCEH1;NCEH
NCF1;p47phox
NCF1;NOXO2
NCF1;NCF1A
NCF1;SH3PXD1A
NCF1B;SH3PXD1B
NCF1C;SH3PXD1C
NCF2;p67phox
NCF2;NOXA2
NCF4;p40phox
NCF4;SH3PXD4
NCF4-AS1;CTA-833B7.2
NCK1;NCK
NCK1;NCKalpha
NCK1-AS1;SLC35G2-AS1
NCK2;NCKbeta
NCKAP1;Nap1
NCKAP1;HEM2
NCKAP1;NAP125
NCKAP1L;HEM1
NCKAP5;NAP5
NCKAP5;ERIH1
NCKAP5;ERIH2
NCKAP5L;KIAA1602
NCKIPSD;AF3P21
NCKIPSD;SPIN90
NCKIPSD;ORF1
NCKIPSD;WISH
NCKIPSD;WASLBP
NCKIPSD;DIP1
NCL;C23
NCLN;NICALIN
NCLN;NET59
NCLP2;bA85L21.1
NCMAP;C1orf130
NCMAP;FLJ42528
NCMAP;MP11
NCOA1;SRC1
NCOA1;F-SRC-1
NCOA1;NCoA-1
NCOA1;KAT13A
NCOA1;RIP160
NCOA1;bHLHe74
NCOA2;TIF2
NCOA2;GRIP1
NCOA2;NCoA-2
NCOA2;KAT13C
NCOA2;bHLHe75
NCOA3;RAC3
NCOA3;AIB1
NCOA3;ACTR
NCOA3;p/CIP
NCOA3;TRAM-1
NCOA3;CAGH16
NCOA3;TNRC16
NCOA3;KAT13B
NCOA3;bHLHe42
NCOA3;SRC-3
NCOA3;SRC3
NCOA4;ARA70
NCOA4;RFG
NCOA4;ELE1
NCOA4;PTC3
NCOA4;DKFZp762E1112
NCOA4P1;NCOA4P
NCOA5;bA465L10.6
NCOA5;CIA
NCOA6;KIAA0181
NCOA6;RAP250
NCOA6;ASC2
NCOA6;AIB3
NCOA6;PRIP
NCOA6;TRBP
NCOA6;NRC
NCOA7;ERAP140
NCOA7;dJ187J11.3
NCOA7;TLDC4
NCOR1;N-CoR
NCOR1;hCIT529I10
NCOR1;TRAC1
NCOR1;hN-CoR
NCOR1;KIAA1047
NCOR1;MGC104216
NCOR1;PPP1R109
NCOR1P1;C20orf191
NCOR1P1;bB329D4.2
NCOR2;SMRT
NCOR2;SMRTE
NCOR2;TRAC-1
NCOR2;CTG26
NCOR2;TNRC14
NCR1;LY94
NCR1;NK-p46
NCR1;NKP46
NCR1;CD335
NCR2;LY95
NCR2;NK-p44
NCR2;CD336
NCR3;LY117
NCR3;1C7
NCR3;NKp30
NCR3;CD337
NCR3LG1;DKFZp686O24166
NCR3LG1;B7-H6
NCRUPAR;ncR-uPAR
NCRUPAR;ncRuPAR
NCRUPAR;NCRNA00193
NCS1;FREQ
NCS1;NCS-1
NCSTN;KIAA0253
NCSTN;APH2
NDC1;TMEM48
NDC1;FLJ10407
NDC1;NET3
NDC80;KNTC2
NDC80;HEC
NDC80;HEC1
NDC80;hsNDC80
NDC80;TID3
NDE1;nudE
NDE1;FLJ20101
NDE1;NDE
NDEL1;NUDEL
NDEL1;MITAP1
NDEL1;NDE1L1
NDEL1;NDE2
NDFIP1;N4WBP5
NDFIP1;MGC10924
NDFIP2;KIAA1165
NDFIP2;N4wbp5a
NDN;HsT16328
NDN;PWCR
NDNF;C4orf31
NDNF;FLJ23191
NDOR1;NR1
NDOR1;bA350O14.9
NDP;EVR2
NDP;norrin
NDRG1;CAP43
NDRG1;DRG1
NDRG1;RTP
NDRG1;TDD5
NDRG1;NDR1
NDRG2;KIAA1248
NDRG2;SYLD
NDRG4;KIAA1180
NDRG4;SMAP-8
NDST1;HSST
NDST1;NST1
NDST2;NST2
NDST2;HSST2
NDST3;HSST3
NDUFA1;MWFE
NDUFA1;CI-MWFE
NDUFA2;B8
NDUFA3;B9
NDUFA4;MLRQ
NDUFA4;CI-9k
NDUFA4L2;NUOMS
NDUFA4L2;FLJ26118
NDUFA4P2;NDUFA4L
NDUFA4P2;bcm1723
NDUFA5;B13
NDUFA5;NUFM
NDUFA5;CI-13KD-B
NDUFA5;UQOR13
NDUFA5;CI-13kB
NDUFA6;B14
NDUFA6;LYRM6
NDUFA6;CI-B14
NDUFA6;NADHB14
NDUFA7;B14.5a
NDUFA8;PGIV
NDUFA8;MGC793
NDUFA9;NDUFS2L
NDUFA9;SDR22E1
NDUFA9;CI-39k
NDUFA9P1;dJ106I20.2
NDUFA10;CI-42k
NDUFA11;B14.7
NDUFA12;DAP13
NDUFA12;B17.2
NDUFA13;CGI-39
NDUFA13;CDA016
NDUFA13;GRIM-19
NDUFA13;GRIM19
NDUFA13;B16.6
NDUFAB1;SDAP
NDUFAB1;FASN2A
NDUFAB1;ACP
NDUFAB1;ACP1
NDUFAF1;CIA30
NDUFAF1;CGI-65
NDUFAF2;NDUFA12L
NDUFAF2;B17.2L
NDUFAF2;MMTN
NDUFAF2;mimitin
NDUFAF3;C3orf60
NDUFAF3;MGC10527
NDUFAF3;DKFZP564J0123
NDUFAF3;E3-3
NDUFAF3;2P1
NDUFAF4;C6orf66
NDUFAF4;HSPC125
NDUFAF4;bA22L21.1
NDUFAF4;My013
NDUFAF4;HRPAP20
NDUFAF5;C20orf7
NDUFAF5;dJ842G6.1
NDUFAF6;C8orf38
NDUFAF6;MGC40214
NDUFAF7;C2orf56
NDUFAF7;PRO1853
NDUFAF7;MidA
NDUFAF8;C17orf89
NDUFB1;MNLL
NDUFB1;CI-MNLL
NDUFB1P1;NDUFB1P
NDUFB1P1;bcm3095
NDUFB2;AGGG
NDUFB2;CI-AGGG
NDUFB3;B12
NDUFB4;B15
NDUFB5;SGDH
NDUFB5;CI-SGDH
NDUFB5;MGC12314
NDUFB6;B17
NDUFB6;CI
NDUFB7;B18
NDUFB7;CI-B18
NDUFB7;MGC2480
NDUFB8;ASHI
NDUFB8;CI-ASHI
NDUFB9;B22
NDUFB9;UQOR22
NDUFB9;LYRM3
NDUFB10;PDSW
NDUFB11;ESSS
NDUFB11;NP17.3
NDUFB11;Np15
NDUFB11P1;NDUFB11P
NDUFC1;KFYI
NDUFC2;B14.5b
NDUFC2;HLC-1
NDUFS1;CI-75k
NDUFS2;CI-49
NDUFS3;CI-30
NDUFS4;AQDQ
NDUFS4;CI-18
NDUFS5;CI-15k
NDUFS6;CI-13kA
NDUFS7;PSST
NDUFS7;FLJ46880
NDUFS7;FLJ45860
NDUFS7;CI-20
NDUFS8;TYKY
NDUFS8;CI-23k
NDUFV1;CI-51K
NDUFV2;CI-24k
NDUFV3;CI-10k
NEAT1;NCRNA00084
NEAT1;TncRNA
NEAT1;MENepsilon/beta
NEAT1;LINC00084
NEAT1;VINC
NEB;NEM2
NEB;NEB177D
NEBL;LASP2
NEBL;LNEBL
NECAB1;EFCBP1
NECAB2;EFCBP2
NECAB3;SYTIP2
NECAB3;APBA2BP
NECAB3;XB51
NECAB3;dJ63M2.4
NECAB3;NIP1
NECAB3;dJ63M2.5
NECAB3;EFCBP3
NECAP1;DKFZP566B183
NECAP2;FLJ10420
NECTIN1;HVEC
NECTIN1;ED4
NECTIN1;PVRL1
NECTIN1;PRR
NECTIN1;PRR1
NECTIN1;PVRR1
NECTIN1;SK-12
NECTIN1;HIgR
NECTIN1;CLPED1
NECTIN1;CD111
NECTIN1;OFC7
NECTIN2;HVEB
NECTIN2;PVRL2
NECTIN2;PVRR2
NECTIN2;PRR2
NECTIN2;CD112
NECTIN3;PVRL3
NECTIN3;nectin-3
NECTIN3;PPR3
NECTIN3;PVRR3
NECTIN3;DKFZP566B0846
NECTIN3;CDw113
